e401k,inc,marr,male,age,fsize,nettfa,p401k,pira
0,24.51,1,0,30,2,-0.725,0,0
0,50.283,1,0,39,4,21.199,0,0
0,32.106,1,0,27,4,1.4,0,0
1,26.88,0,0,44,1,3.7,1,0
0,28.356,1,0,30,4,1.999,0,0
0,32.202,1,0,31,3,9.4,0,0
1,28.41,1,0,31,11,0.24,1,0
1,27.027,0,0,37,4,-15.25,1,0
0,21,0,1,36,1,0,0,0
0,19.89,1,0,58,2,4,0,0
1,20.1,0,1,28,1,-1.801,0,0
0,76.5,1,0,56,3,39.4,0,1
0,43.005,1,0,31,2,7.299,0,1
0,25.92,0,0,37,1,2.05,0,0
1,111.972,1,1,32,2,4.725,0,0
1,57.642,0,1,41,1,62.03,1,1
1,80.724,0,1,33,1,46.2,0,1
1,53.856,0,0,45,1,17.934,1,0
0,58.653,0,0,54,3,109,0,1
0,40.902,1,0,33,4,-121.472,0,0
0,19.02,0,1,54,1,3.599,0,0
0,60.96,1,0,47,2,111.2,0,1
1,77.1,1,0,40,4,8.295,1,0
1,23.565,0,0,57,1,20.803,0,1
0,25.2,0,0,36,4,-5.5,0,0
0,19.542,1,0,28,4,-3.188,0,0
0,70.992,1,0,58,2,71.828,0,1
1,15.705,0,0,32,3,0.275,0,0
0,11.799,0,1,27,1,18,0,0
0,42.909,1,0,63,2,143.184,0,1
0,39.117,1,0,56,5,9.999,0,0
1,47.658,1,1,53,3,-0.5,0,0
0,37.68,1,1,28,3,0,0,0
1,50.07,1,0,45,6,-3.475,1,0
1,104.502,1,0,40,5,278.303,1,1
0,58.68,1,0,61,2,17.3,0,1
1,98.1,1,0,29,3,67.1,1,1
1,78.432,1,0,60,2,52.248,0,1
1,48.594,1,0,37,5,4.87,1,0
0,45.27,1,0,45,4,1.7,0,0
0,12.93,1,1,38,5,3,0,0
0,25.194,0,0,40,3,0.31,0,0
0,43.209,1,0,38,3,0.2,0,0
1,24.15,1,0,30,4,5.911,1,0
1,39.168,1,0,45,2,33.515,1,1
1,30.93,1,0,52,5,150.64,1,0
0,94.776,0,1,45,1,110,0,0
0,49.725,1,1,29,4,-0.996,0,0
0,13.77,1,0,46,4,-3.5,0,0
0,35.28,1,0,42,3,-2.28,0,0
0,43.173,1,0,29,4,-4.475,0,0
0,44.418,0,1,43,1,2.9,0,1
0,37.98,0,0,61,2,97,0,1
0,62.7,0,1,32,2,0.6,0,0
0,66.96,1,0,37,2,3.499,0,0
0,25.92,1,0,62,2,18.9,0,1
1,62.7,1,0,56,2,68.75,1,0
0,24.318,1,0,54,6,-1.15,0,0
0,103.356,1,0,43,3,60.4,0,1
1,58.095,0,1,31,1,125.17,1,1
0,18.825,0,0,58,2,3.6,0,0
0,40.11,1,0,27,2,2.66,0,0
0,23.004,0,0,30,1,-45,0,0
0,77.007,1,0,33,2,8.724,0,0
1,27.204,0,0,43,1,0.9,0,0
0,16.458,0,1,33,1,4.124,0,0
1,75.321,0,1,41,1,18.7,1,0
0,38.343,1,0,42,4,10,0,0
0,70.035,0,1,45,2,26.564,0,0
0,17.688,1,0,50,3,0,0,0
0,32.568,1,0,47,4,6.049,0,1
0,43.374,0,0,29,1,0.399,0,0
1,48.252,0,0,44,1,41.588,1,1
0,72.582,1,0,33,4,13.1,0,1
0,17.76,1,1,33,11,0,0,0
0,45.336,0,0,38,1,39.189,0,1
1,17.562,0,0,47,1,0.35,1,0
0,62.79,0,0,58,1,187.5,0,1
1,43.299,1,0,41,3,16.006,0,1
1,116.94,1,1,43,4,18.8,1,1
1,42.6,0,0,55,1,9.2,0,0
1,38.922,1,0,40,3,-5.702,0,0
1,46.416,0,1,30,1,-2.35,1,0
0,22.854,1,0,26,3,-5.141,0,0
1,66.123,1,0,30,2,-11.777,1,0
0,10.506,1,0,28,5,0,0,0
0,37.44,1,0,41,3,-0.611,0,0
0,19.434,1,0,56,5,-0.4,0,0
0,46.767,1,0,37,4,2,0,1
0,12.81,1,0,63,2,0.05,0,0
0,92.097,1,1,34,4,35,0,0
0,30,1,0,53,3,0,0,0
0,28.476,1,0,36,4,-1.302,0,0
0,14.1,1,0,62,3,20,0,0
1,91.725,1,0,44,3,-5.373,1,0
1,75.888,1,0,39,4,31.5,1,0
0,23.7,0,0,56,2,35,0,1
0,18.36,0,0,26,1,0.75,0,0
0,42.828,1,0,29,2,-4.995,0,0
0,34.2,0,1,55,3,-9.7,0,0
1,65.676,1,0,38,3,181.83,1,0
1,25.704,1,0,64,2,82.9,1,1
0,33.291,1,0,52,3,0.455,0,1
1,18.03,0,0,27,2,1.2,1,0
1,34.791,1,0,57,4,27.999,1,1
0,38.382,1,0,56,2,0.3,0,0
1,37.512,1,1,52,4,52,1,0
1,42.213,1,0,41,5,1.38,1,1
1,75.249,1,0,42,5,34.7,1,0
0,43.134,1,0,35,4,-1.501,0,0
0,30.396,0,0,38,3,-1.45,0,0
1,68.346,1,0,59,2,224.4,1,1
0,26.823,0,1,63,1,0.049,0,0
0,12.36,0,1,34,1,6.799,0,0
0,39.105,1,0,39,2,22.137,0,1
0,39.045,1,0,28,2,-5.901,0,0
0,44.019,1,0,45,5,-7,0,1
1,45.741,1,0,38,5,21.81,1,0
1,37.32,0,0,54,1,4.66,1,0
0,38.766,1,0,56,2,62.399,0,1
0,18.45,1,0,29,3,0.95,0,0
0,36.996,1,0,54,5,1.549,0,0
1,76.566,0,1,55,2,0,0,0
1,67.989,1,0,45,2,-0.107,0,0
0,40.224,1,0,52,3,-0.8,0,0
1,60.6,0,1,29,1,24,1,0
1,43.164,1,0,36,4,6.499,1,0
0,50.364,1,1,40,4,43.848,0,1
0,11.592,0,0,46,3,-3,0,0
0,41.175,1,1,32,2,-1.751,0,0
1,57.096,1,0,29,3,-0.301,0,1
1,46.002,1,0,33,7,20.24,1,1
0,41.985,1,0,27,2,0.42,0,0
0,14.241,0,0,40,5,-9,0,0
0,22.296,0,0,27,1,-3.3,0,0
1,36.642,1,0,49,6,1.9,1,0
1,29.139,1,0,49,5,-16.29,0,0
0,31.254,0,1,41,1,28,0,0
0,37.317,0,1,31,2,-2.431,0,0
1,18.507,1,0,46,2,10.307,1,0
1,28.464,1,0,27,4,-5.6,0,0
0,35.247,0,1,38,1,22.227,0,1
1,54.996,1,0,27,3,7.1,1,0
1,33.921,1,0,38,4,20.084,1,1
0,31.659,1,0,50,3,-0.605,0,0
0,28.05,1,0,61,2,11,0,1
0,35.346,0,0,46,1,25.9,0,1
0,12.633,0,0,30,4,0.317,0,0
0,20.565,0,0,31,3,0,0,0
0,31.35,0,0,59,1,8.55,0,1
0,43.146,1,0,28,4,-7.8,0,0
0,27.858,1,0,54,4,-16,0,0
0,14.79,1,0,39,5,-117.2,0,0
0,16.14,1,0,60,6,4.8,0,0
1,33.738,1,1,55,2,-13.67,1,0
0,33.288,1,1,46,2,4.14,0,0
0,21.234,0,1,44,1,12.5,0,1
1,50.682,1,0,52,2,186.605,1,1
1,23.415,1,0,56,3,15.348,0,1
0,16.5,0,0,58,1,0,0,0
0,14.4,0,1,28,2,0.2,0,0
0,84.495,1,1,41,6,12.898,0,0
1,96.774,1,1,44,3,38.25,1,0
0,60.396,1,1,46,3,26,0,0
0,22.8,1,0,35,3,3.3,0,0
0,25.5,1,0,43,5,-0.088,0,0
1,14.85,1,0,35,8,0.2,1,0
0,12.624,1,0,35,5,0,0,0
1,40.8,1,1,32,5,-2.245,1,0
0,26.073,0,1,40,1,4.5,0,0
0,39.642,1,0,28,3,-11.745,0,0
0,38.61,0,0,52,2,-5.6,0,0
0,53.379,1,0,64,4,55.023,0,1
0,96.174,1,0,34,5,2.758,0,0
1,35.496,1,1,52,4,-2.7,1,0
0,28.293,1,0,28,3,0.095,0,0
0,66.573,1,0,51,4,74.8,0,1
1,66.3,0,0,45,4,44.007,1,1
1,64.449,1,0,46,5,241.045,1,1
0,46.05,1,0,27,2,-12.5,0,0
0,30.669,0,0,32,1,-0.5,0,1
0,80.22,1,0,46,5,55,0,1
1,39.24,1,1,50,3,13.374,0,0
0,74.592,1,0,41,3,197.15,0,1
0,27.624,1,0,35,5,0.95,0,0
0,20.64,1,0,44,3,83.999,0,0
1,66.225,1,0,35,4,-14.7,0,0
1,49.566,1,0,51,2,85,1,0
0,46.983,1,0,47,4,12.115,0,0
0,32.649,1,0,47,3,6.749,0,1
1,44.184,1,0,55,3,9.549,1,0
0,20.691,1,0,51,3,-0.7,0,0
0,36.702,1,0,34,4,7.399,0,0
0,26.679,0,0,49,1,10.535,0,0
0,12.954,0,0,46,5,-2.364,0,0
1,23.208,0,0,31,1,1.411,1,0
0,34.83,0,0,26,1,-17.275,0,0
0,17.04,0,0,64,1,-6.7,0,0
0,37.794,1,0,60,2,3,0,1
0,30.381,1,0,62,2,20,0,0
1,63.786,1,0,62,4,197.75,1,1
0,50.649,1,0,25,2,-12.001,0,0
0,21.411,1,0,44,2,12.079,0,0
1,18.375,1,0,55,3,8.111,0,0
0,41.622,1,0,46,5,10.6,0,1
1,40.674,1,0,35,2,-0.55,1,0
1,44.79,0,0,44,3,107,1,1
0,66.111,1,0,42,4,8.42,0,0
1,102.63,1,0,47,4,79.9,1,1
0,44.868,1,0,31,4,1.5,0,0
1,53.004,0,0,57,1,37.75,1,1
0,40.326,1,0,48,4,-2.965,0,0
1,34.653,1,1,53,1,-0.456,0,0
0,17.988,1,0,57,3,10.199,0,0
0,40.224,1,0,35,4,30.57,0,0
1,26.58,0,0,42,5,16.35,0,0
1,44.154,1,0,46,3,37.049,1,1
0,29.496,0,0,48,2,7.5,0,1
0,48.12,1,0,28,3,-4,0,0
0,21.816,0,0,53,1,-1.6,0,0
0,104.346,0,1,57,2,66.499,0,0
1,29.344,0,1,26,3,1.312,1,0
1,39.537,1,0,64,2,65,1,0
0,13.65,1,1,28,5,-0.451,0,0
0,10.788,0,0,59,1,-0.18,0,0
0,24.564,0,0,27,1,-1.17,0,0
0,25.134,1,0,37,2,1.586,0,0
1,33.111,1,0,30,5,-0.7,0,0
1,28.704,0,0,27,3,0.538,0,0
1,31.068,1,0,27,4,0.272,1,0
1,36.528,1,0,48,6,3,1,0
0,20.697,1,0,43,4,0.371,0,0
0,40.8,0,1,32,1,-3,0,0
0,18.186,0,1,50,3,74.999,0,0
0,24.3,0,1,26,1,8.46,0,0
0,102.996,1,0,29,4,8,0,0
1,40.179,1,0,39,3,26.5,1,0
1,50.292,1,0,40,4,-6.258,1,0
0,55.779,1,0,26,2,0.999,0,0
1,21.63,0,0,30,3,-0.41,1,0
1,46.824,1,0,53,2,13.7,0,1
1,58.911,1,0,35,3,19.25,0,1
1,102.666,1,0,34,3,95.7,1,0
1,52.347,0,0,43,2,-3.6,0,0
0,33.624,1,0,52,3,0.075,0,0
0,21.348,1,0,34,4,1.65,0,0
0,82.2,1,0,41,4,2,0,0
1,37.491,1,0,37,2,-2.8,1,0
1,59.817,1,0,37,5,-10.3,0,0
1,35.976,0,0,37,4,-4.9,1,0
0,31.209,1,0,63,5,-1.45,0,0
0,50.025,1,0,45,2,-6.4,0,0
1,14.76,0,0,27,1,-7.69,1,0
0,16.896,0,0,35,3,-0.014,0,0
0,48,1,0,41,3,2,0,0
0,14.73,0,0,56,1,0.205,0,0
0,73.578,1,0,36,5,3.3,0,0
1,61.602,1,0,47,2,-3.201,0,0
0,13.797,0,1,54,1,1,0,0
0,35.55,1,0,62,2,108.498,0,1
0,25.782,0,1,27,1,0.949,0,0
0,26.19,1,0,42,4,-0.7,0,0
0,15.3,0,1,38,1,0,0,0
0,33.6,1,0,41,5,1.2,0,0
1,34.44,0,1,42,1,-0.41,1,0
0,27.96,1,0,26,3,-2.01,0,0
0,63.204,0,1,40,1,96.354,0,1
0,71.259,1,0,28,2,8,0,0
0,45.618,1,0,48,4,18.43,0,1
0,25.641,1,1,49,5,-0.838,0,0
1,61.8,1,0,42,4,65.34,1,1
0,24.36,0,1,40,1,8,0,0
0,49.656,1,0,44,6,0.35,0,0
1,41.784,1,0,37,4,47,1,0
1,76.866,1,1,40,4,3.5,0,0
1,65.346,1,0,40,6,54.86,1,1
0,44.7,1,0,33,5,-1.14,0,0
0,62.52,1,0,29,2,-0.5,0,0
0,17.28,1,0,25,4,0,0,0
0,25.308,1,0,31,2,0.1,0,0
0,17.28,0,0,29,1,0.499,0,0
0,19.5,0,1,28,1,-0.15,0,0
0,27.486,1,1,29,6,-0.609,0,1
1,57.306,0,0,44,1,-32.5,0,0
0,47.691,1,0,49,3,4.75,0,1
1,117.9,1,0,35,3,4,1,0
1,25.533,1,0,30,6,-13.115,0,0
0,14.52,0,1,40,1,0.5,0,0
1,77.85,1,0,51,5,351.3,1,1
0,16.32,1,0,28,2,0,0,0
1,43.398,1,0,57,2,56.3,0,1
0,14.538,0,0,55,1,50.37,0,0
0,35.31,1,0,27,2,-2.05,0,0
0,28.5,0,0,37,3,-8,0,0
1,36.684,1,0,49,3,-0.054,1,0
1,39.312,1,0,48,2,8.8,1,0
0,31.398,1,1,35,4,77,0,1
1,25.38,0,1,25,1,1.7,1,1
1,21.216,1,0,28,4,-13.7,0,0
0,25.953,1,0,27,4,-0.32,0,0
0,40.005,0,1,35,1,-24.9,0,0
0,22.5,0,1,40,1,-0.98,0,0
1,47.556,1,0,36,4,44.5,0,1
0,101.886,0,0,38,2,90.5,0,1
0,70.368,1,0,48,3,4.6,0,0
0,25.2,0,1,43,1,2.61,0,0
1,62.889,1,0,42,4,40.97,1,0
1,26.505,0,0,49,2,5.74,0,1
1,35.52,0,1,44,1,33.313,1,0
0,25.32,0,0,45,2,1.6,0,0
0,70.29,1,0,35,4,-14.5,0,0
1,36.09,0,1,37,1,14.875,1,1
1,22.668,1,0,44,6,41.899,1,0
1,30,0,1,27,1,-15.72,1,0
0,18.975,1,0,34,3,1,0,0
0,45.15,0,1,30,1,-7,0,1
0,52.2,1,0,29,2,9.499,0,0
0,26.604,1,0,48,3,0,0,0
0,34.785,1,0,42,4,-4.9,0,0
0,13.74,0,1,50,1,0,0,0
0,17.694,0,0,38,1,0,0,0
1,36.72,1,0,55,2,37.348,1,1
0,24.192,0,0,28,2,-0.701,0,0
0,14.04,0,1,46,2,0,0,0
0,11.238,0,1,33,1,-6.3,0,0
0,21.645,0,0,34,2,-4.85,0,0
0,50.742,0,0,40,3,0.15,0,0
0,22.08,1,0,32,3,-0.128,0,0
0,12.75,1,0,36,3,-0.627,0,0
0,12.24,0,1,40,1,0,0,0
1,18.297,0,0,48,2,8,1,0
0,36.72,1,0,49,2,-1,0,0
1,138.441,1,1,45,2,144.426,1,1
0,48.402,1,0,40,4,232.6,0,1
0,30.42,1,0,50,2,-9.868,0,0
0,35.52,1,0,41,3,-12.797,0,0
0,33,0,1,47,1,2.899,0,0
0,42.528,1,0,61,2,46.249,0,0
0,54.963,1,0,42,4,-10.843,0,0
1,44.586,1,0,39,3,68.165,0,1
0,16.407,1,0,47,2,-5.951,0,0
0,16.917,0,0,35,6,0,0,0
1,34.854,1,1,35,2,22.749,1,0
0,29.922,1,0,28,6,-1.6,0,0
0,35.109,1,0,37,4,-5.32,0,0
0,57.201,1,0,39,5,42.245,0,1
1,24,1,0,42,2,-11,0,0
1,27.12,1,0,31,2,-4.875,0,0
1,95.34,1,0,58,4,67.606,1,1
1,95.43,1,0,62,3,324,1,1
1,41.793,1,0,39,5,10.9,1,0
1,77.424,1,1,49,2,302.594,1,0
1,68.196,0,0,53,1,17,0,1
0,11.112,1,0,25,4,0,0,0
0,16.215,1,0,26,3,0.05,0,0
1,39.45,1,0,34,4,23.11,1,1
1,74.418,1,0,40,2,0.434,0,0
1,49.41,1,0,31,4,3.9,0,0
1,31.842,0,1,29,1,3,1,0
0,18.402,1,0,56,4,-0.02,0,0
0,21.6,1,0,56,4,3,0,0
0,19.815,0,0,51,1,-3.8,0,0
0,30.162,1,1,27,5,1.2,0,0
1,55.716,1,0,43,5,-2.9,0,0
0,54.15,1,0,45,3,10.181,0,1
0,18.006,0,0,26,4,-0.835,0,0
1,16.995,0,0,40,3,0,0,0
0,47.421,1,1,35,4,19.249,0,0
0,45.99,1,0,55,5,26.749,0,1
0,15.72,0,1,37,4,0,0,0
0,61.71,1,0,26,5,-4.1,0,0
1,25.128,1,0,52,4,-4.4,0,0
1,36.012,0,0,54,1,39.271,1,1
1,73.311,1,0,54,2,36.983,1,1
0,15.615,0,0,26,1,0.757,0,0
0,23.4,0,1,42,2,-4.8,0,0
0,67.32,1,0,36,4,16.55,0,1
0,19.848,1,0,45,5,0,0,0
0,51.654,1,0,54,3,1.733,0,0
1,22.749,0,0,36,1,-4.49,0,0
1,93.12,0,1,39,2,116.632,1,1
1,66,1,0,52,3,6.11,0,0
0,13.851,0,0,42,4,0.015,0,0
1,24.09,1,0,36,1,0.7,0,0
0,31.8,1,1,28,4,-1.335,0,0
0,21.228,1,0,33,4,0.02,0,0
0,18.39,0,1,25,2,0.5,0,0
1,110.316,1,0,60,3,86.582,1,1
0,39.6,0,1,27,1,-3,0,0
0,26.535,1,0,25,2,0.4,0,0
0,21.42,1,0,31,4,0,0,0
0,24.396,1,0,32,4,14.178,0,0
0,35.7,1,0,37,5,-1.3,0,0
0,51.354,0,1,38,4,-2.8,0,0
0,45.42,0,1,39,1,34,0,0
0,93.954,1,0,32,4,38.678,0,1
1,13.275,1,0,26,3,-0.541,1,0
1,35.244,1,0,26,2,-7.35,1,0
1,43.56,0,0,51,1,127.174,1,0
0,92.16,1,0,57,2,-4,0,0
1,43.707,1,0,42,5,0.158,1,0
1,42.6,1,0,38,3,-0.68,1,0
1,24.39,0,0,31,1,3.15,0,0
0,41.376,1,0,31,3,33,0,0
0,16.8,0,1,40,2,-1.984,0,0
0,11.49,1,0,56,2,-8.8,0,0
0,21.816,0,0,34,4,-3.6,0,0
0,30.21,0,0,28,1,-5.45,0,0
1,24.966,0,0,62,1,57.184,1,1
1,33.849,1,0,33,5,-11.641,1,0
0,74.67,1,0,47,3,72.057,0,1
1,49.668,1,0,42,2,25.525,1,1
0,34.131,1,0,46,7,1.208,0,0
0,10.2,0,1,26,1,-0.385,0,0
0,24.99,1,0,28,4,-0.671,0,0
0,51.03,1,1,52,3,52.85,0,1
0,60.615,1,1,34,4,1.258,0,1
1,26.43,0,0,26,2,9.7,1,1
0,32.376,1,0,56,2,0.4,0,0
0,37.257,1,0,25,2,1.4,0,0
0,60.594,1,0,39,4,-2.172,0,0
0,21.657,1,0,64,2,0.428,0,0
0,13.44,0,0,30,3,0.111,0,0
1,32.985,1,0,29,5,-2.625,0,0
1,17.079,1,0,39,5,0.015,1,0
0,47.499,0,0,39,1,70.6,0,1
0,21.24,0,1,52,3,0.05,0,0
0,13.743,0,0,43,1,0,0,0
0,29.244,0,0,32,1,-0.158,0,0
0,71.598,1,0,27,2,-1.75,0,0
1,52.11,0,1,50,2,44,1,1
1,19.38,1,0,63,3,0,0,0
0,50.883,1,0,45,6,0,0,0
1,11.604,1,0,38,4,43,1,0
0,18.93,0,0,38,4,-4.391,0,0
0,11.433,1,0,58,2,0,0,0
1,58.572,1,0,33,4,9,1,0
1,44.277,0,1,53,1,169.8,1,1
0,90.141,0,1,46,1,137,0,1
0,26.316,0,1,54,1,0,0,0
0,26.862,0,0,31,3,0,0,0
1,26.943,0,0,33,2,10.41,0,0
1,35.583,1,0,26,2,-1.45,0,0
0,23.01,1,0,47,4,-5.15,0,0
0,47.376,1,0,27,2,4.206,0,0
0,11.505,0,0,29,1,0.112,0,0
0,17.352,0,0,34,1,11.955,0,1
0,21.63,0,0,40,1,-1,0,0
1,68.535,1,0,44,4,25.794,1,0
0,43.521,1,0,53,2,3,0,1
0,59.94,1,0,61,2,88.868,0,1
0,16.812,1,0,49,4,0,0,0
0,12.093,0,0,27,1,-1.37,0,0
0,15.6,1,0,34,4,-0.29,0,0
1,35.586,1,0,31,3,1,0,0
0,19.92,1,0,50,5,-3,0,0
0,28.872,1,1,32,5,-5.7,0,0
0,18,0,1,27,1,0.8,0,1
0,55.191,1,0,39,2,-8.752,0,0
0,22.305,1,0,26,4,0.964,0,0
1,15.882,1,0,56,2,15.05,1,0
1,20.13,0,0,33,3,1.68,1,0
0,30.255,0,1,26,1,4.25,0,1
0,10.944,1,0,36,4,-4.3,0,0
1,21.099,0,0,44,3,0.15,0,0
0,30.966,1,0,33,3,29.771,0,0
0,22.14,0,0,35,3,1.69,0,0
0,51.117,1,0,28,2,10,0,0
0,41.436,1,0,27,4,8.459,0,0
0,47.922,1,1,35,4,-4.8,0,0
1,14.523,1,0,26,2,1.199,1,0
0,29.478,1,0,30,5,-1.494,0,0
0,15.045,0,0,28,3,-0.612,0,0
1,20.7,1,0,30,5,-3.25,0,0
0,42.051,0,0,28,2,-7.8,0,0
1,23.367,0,0,31,3,1.606,0,0
0,28.038,0,0,37,6,-6.05,0,0
0,54.315,1,0,39,5,29.498,0,1
0,70.671,1,0,41,4,-0.355,0,0
0,54.765,1,0,38,4,-10.9,0,0
1,81.252,1,0,40,5,13.95,0,0
1,46.98,1,0,51,3,10.44,1,1
0,18.903,0,1,25,1,0.02,0,0
0,33.075,1,0,29,3,-2.675,0,0
0,35.331,0,0,32,1,11.14,0,0
0,41.154,1,0,49,4,0.34,0,0
0,46.791,1,0,41,3,1,0,0
0,14.877,0,1,33,1,0.25,0,0
1,23.64,1,0,45,3,70.05,1,0
1,15.384,1,0,32,6,-0.701,1,0
0,109.125,1,0,44,4,104.698,0,0
0,32.205,1,0,44,5,33.569,0,1
0,38.361,1,0,60,2,72.598,0,1
0,106.956,1,0,53,3,135.573,0,1
0,18.48,0,0,29,2,0.01,0,0
1,34.95,0,0,39,2,79.518,1,0
1,14.805,0,0,52,1,-0.05,0,0
0,11.91,0,1,52,1,-2.501,0,0
0,13.332,1,0,59,2,-0.7,0,0
1,10.374,1,0,54,2,1.158,1,0
0,33.954,1,0,34,5,-7.955,0,0
1,21.6,1,0,34,7,1.8,1,0
0,13.005,0,1,44,1,0,0,0
0,42.15,1,0,47,4,-5,0,0
0,43.116,0,1,31,1,23.699,0,0
1,33.714,1,0,40,3,-8,0,0
1,48.174,0,1,33,1,4.636,0,0
0,18.54,1,0,42,3,0.096,0,0
1,60.3,1,0,35,2,18.5,1,1
1,21.276,1,0,62,2,-30,0,0
0,44.934,0,0,44,3,7.347,0,1
0,55.152,1,0,36,4,28.7,0,1
1,70.971,0,0,58,1,121.853,1,1
0,35.859,0,0,60,2,40.411,0,1
0,14.085,1,0,37,2,3.137,0,0
1,28.122,0,0,29,2,3.673,1,0
0,20.88,1,0,34,3,-0.096,0,0
0,16.092,1,0,56,4,2.999,0,0
0,43.32,1,0,60,4,7.5,0,0
0,44.472,1,1,29,4,-3.495,0,0
0,21.6,1,0,34,3,-0.4,0,0
1,27.768,1,0,40,5,-0.65,0,0
1,24.144,1,0,34,3,-0.4,0,0
0,24.96,1,0,32,4,0,0,0
0,28.8,0,1,46,2,0,0,0
0,19.2,0,0,40,2,0,0,0
0,23.883,1,0,28,3,-7.795,0,0
0,14.892,1,0,38,5,-2.415,0,0
1,18.33,0,0,63,1,73.75,1,0
0,44.316,1,0,37,2,4.5,0,0
0,24.6,1,0,42,7,0,0,0
1,20.439,0,0,48,1,0.7,0,0
0,25.233,0,0,61,1,16.61,0,1
1,36,0,0,41,5,5.8,1,0
0,50.751,1,0,33,4,15,0,1
0,13.29,0,1,60,1,0.499,0,0
0,30.015,1,0,28,6,-0.85,0,0
0,17.28,0,0,46,6,0,0,0
1,53.43,0,0,52,2,0.2,0,0
1,17.994,0,1,46,4,23.3,1,0
1,16.803,0,0,34,1,-3.6,1,0
1,67.482,1,0,59,2,181.5,1,1
1,56.037,1,0,40,4,1.2,0,0
0,30.72,1,0,36,3,3.599,0,1
0,54.738,1,0,45,4,5.673,0,0
1,24.765,0,0,48,1,0.98,1,0
1,67.5,0,1,51,1,179.8,1,1
0,17.904,1,0,47,5,0,0,0
1,28.233,1,0,52,3,24.745,1,1
1,20.4,1,0,45,2,7,1,0
1,49.635,1,0,32,3,8.846,1,0
1,22.11,1,0,25,4,-8.41,1,0
0,21.216,1,0,35,10,-1.48,0,0
0,19.641,0,0,41,3,-7.92,0,0
1,10.2,0,0,58,2,0,0,0
0,16.32,0,0,33,3,-0.07,0,0
0,18.756,0,0,32,2,0,0,0
0,27.648,1,0,45,3,-4.1,0,0
0,45.9,1,0,26,5,-4.7,0,0
1,51.6,1,1,31,2,2.927,1,0
0,68.076,1,0,62,5,12,0,0
1,21.24,1,0,46,4,-502.302,0,0
0,16.194,0,1,35,1,0.077,0,0
1,38.517,1,0,48,4,7.2,1,0
0,32.43,1,0,28,3,1.5,0,0
0,25.872,1,0,43,5,0.349,0,0
0,44.07,1,0,25,5,12,0,0
0,18.642,1,0,31,4,0.75,0,0
0,19.392,1,0,49,3,1.08,0,0
1,40.56,1,0,35,5,-1.3,1,0
0,32.25,0,0,45,2,58.1,0,1
0,25.281,1,0,42,5,-3.969,0,0
0,71.046,1,0,42,6,-3.5,0,0
1,76.263,1,0,51,6,1.407,0,0
1,88.074,1,0,44,4,6.457,0,1
0,15.93,0,0,55,1,-0.87,0,0
0,11.688,0,0,28,3,-1.7,0,0
0,15.135,0,0,55,1,0.249,0,0
1,22.806,0,1,38,1,0,0,0
1,64.944,1,0,30,4,19.689,0,0
0,70.557,1,0,61,2,39.354,0,1
1,100.296,1,0,33,4,62,0,1
1,13.497,1,0,53,2,0,0,0
1,68.019,1,0,36,4,56.805,1,1
0,16.02,0,0,31,2,-0.788,0,0
1,69.789,1,0,35,3,35.077,1,0
1,104.121,1,0,59,3,162.741,0,1
1,20.406,1,1,46,5,-0.66,1,0
0,10.5,1,0,39,3,0.05,0,0
0,71.604,1,0,54,2,23.898,0,0
0,13.65,0,0,39,3,0,0,0
0,12.264,1,0,33,5,0.4,0,0
0,76.26,1,0,50,3,50.7,0,1
1,16.854,0,0,26,3,-6.472,1,0
0,12.852,1,0,53,8,0,0,0
0,21.672,1,0,34,5,2.7,0,0
0,41.934,1,0,59,2,21.991,0,1
1,58.611,1,0,46,4,49.75,1,0
0,25.683,0,0,38,3,0.1,0,0
0,40.215,1,0,32,2,0.82,0,0
0,19.386,0,0,30,2,0.099,0,0
0,35.016,0,0,53,2,68.1,0,1
0,10.56,0,1,40,2,0,0,0
1,15.165,0,1,33,1,0,0,0
1,34.692,0,1,41,1,18.09,1,0
0,16.788,1,0,37,4,-6.4,0,0
0,16.8,0,1,25,1,-1.125,0,0
1,28.5,0,0,36,3,4.412,1,0
0,25.8,1,0,46,2,18.55,0,1
0,28.005,1,0,29,5,-5.872,0,0
1,96.945,1,0,45,2,34.98,0,1
0,57.996,1,0,30,2,-15.6,0,0
0,19.56,0,0,44,1,-6.5,0,0
0,41.088,1,0,39,5,1.97,0,0
1,115.527,1,0,48,3,14.538,0,1
1,99.084,1,0,50,2,110.35,1,1
1,132.009,1,0,48,2,161.843,1,1
1,55.545,1,0,60,2,71.197,1,1
1,104.169,1,0,41,4,55.471,1,1
1,54.315,0,0,49,2,64.6,1,1
0,56.514,0,0,52,2,55.798,0,1
1,81.282,0,1,54,1,61.4,0,1
0,10.89,0,0,64,1,-4.91,0,0
0,17.679,0,0,31,3,-0.55,0,0
1,39.168,0,1,39,1,8.4,1,0
0,70.65,1,0,39,2,10.6,0,1
0,23.046,0,0,39,1,9.918,0,1
0,25.155,1,0,39,3,-1.9,0,0
0,30.6,1,0,42,4,0.2,0,0
1,18.45,0,1,32,1,2.64,1,0
0,18,0,0,30,4,0.8,0,0
1,15.3,0,0,45,2,-5.6,0,0
0,49.164,1,0,50,4,-2,0,0
0,36.162,0,0,41,1,0.27,0,0
0,60.108,1,1,34,2,4.999,0,0
0,32.208,1,0,35,2,-0.1,0,0
0,15.822,1,0,30,4,-0.55,0,0
